,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,WL
1199,240,45,98,0.45899999999999996,10,34,0.294,11,20,0.55,9,48,57,24,11,4,9,18,111,1
1200,240,40,85,0.47100000000000003,11,31,0.355,20,29,0.69,12,39,51,25,7,5,15,21,111,1
1201,240,41,77,0.532,9,19,0.474,20,27,0.741,7,18,25,24,13,9,17,26,111,-1
1202,240,40,94,0.426,8,25,0.32,23,26,0.885,11,38,49,18,9,6,11,21,111,1
1203,240,43,88,0.489,11,34,0.324,14,20,0.7,9,31,40,30,5,8,12,17,111,-1
1204,240,43,98,0.439,10,37,0.27,15,25,0.6,17,36,53,27,7,4,13,25,111,1
1205,240,36,82,0.439,9,20,0.45,30,38,0.789,7,33,40,22,9,2,18,25,111,-1
1206,240,42,90,0.467,10,32,0.313,17,22,0.773,7,43,50,29,6,4,10,17,111,1
1207,240,40,85,0.47100000000000003,10,27,0.37,21,33,0.636,14,35,49,25,7,4,17,15,111,1
1208,240,41,97,0.423,9,31,0.29,20,25,0.8,13,24,37,21,10,5,9,16,111,-1
1209,240,41,96,0.42700000000000005,11,27,0.40700000000000003,18,22,0.818,21,35,56,23,8,6,17,19,111,1
1210,240,43,80,0.5379999999999999,10,32,0.313,15,27,0.556,7,24,31,23,9,5,13,21,111,-1
1211,240,40,76,0.526,16,32,0.5,15,21,0.7140000000000001,7,45,52,29,6,4,17,19,111,1
1212,240,42,85,0.494,9,29,0.31,18,27,0.667,12,30,42,22,9,5,7,21,111,1
1213,240,41,83,0.494,13,21,0.619,16,19,0.8420000000000001,8,38,46,28,7,2,15,15,111,1
1214,240,43,97,0.44299999999999995,16,40,0.4,9,12,0.75,19,38,57,27,11,6,18,22,111,1
1215,240,37,89,0.41600000000000004,7,28,0.25,30,37,0.8109999999999999,17,32,49,22,10,3,18,24,111,-1
1216,240,38,88,0.43200000000000005,11,30,0.36700000000000005,24,35,0.6859999999999999,15,35,50,25,11,4,13,19,111,1
1217,240,44,90,0.489,5,26,0.192,18,24,0.75,9,26,35,23,10,4,19,21,111,-1
1218,240,43,98,0.439,12,35,0.34299999999999997,13,20,0.65,14,33,47,22,8,2,12,21,111,1
1219,240,41,91,0.451,13,29,0.44799999999999995,16,24,0.667,14,32,46,25,10,3,20,16,111,1
1220,240,47,95,0.495,9,28,0.321,8,13,0.615,7,31,38,19,8,3,8,17,111,-1
1221,240,42,103,0.408,7,34,0.20600000000000002,20,23,0.87,21,38,59,22,7,5,14,23,111,1
1222,265,41,98,0.418,10,36,0.278,19,21,0.905,17,27,44,22,6,7,14,26,111,-1
1223,240,42,83,0.506,10,21,0.47600000000000003,17,24,0.708,9,37,46,28,3,4,15,19,111,1
1224,240,41,102,0.402,9,29,0.31,20,25,0.8,15,30,45,19,7,6,5,24,111,-1
1225,240,40,80,0.5,12,28,0.429,19,22,0.8640000000000001,5,32,37,23,7,4,11,21,111,1
1226,240,42,90,0.467,15,34,0.441,12,14,0.857,8,43,51,27,12,5,14,12,111,1
1227,240,43,77,0.5579999999999999,14,29,0.483,11,17,0.647,4,34,38,31,9,5,16,23,111,1
1228,240,42,87,0.483,10,28,0.35700000000000004,17,22,0.773,8,30,38,31,5,6,18,22,111,-1
1229,240,38,86,0.442,8,31,0.258,27,41,0.659,12,28,40,29,10,4,12,19,111,-1
1230,240,38,86,0.442,7,28,0.25,28,32,0.875,17,49,66,15,7,1,17,20,111,1
1231,240,42,85,0.494,15,34,0.441,12,20,0.6,9,29,38,22,5,4,12,28,111,-1
1232,240,44,86,0.512,9,30,0.3,14,18,0.778,6,24,30,27,6,4,19,21,111,-1
1233,240,41,96,0.42700000000000005,8,37,0.21600000000000003,21,29,0.7240000000000001,14,35,49,20,12,9,10,21,111,1
1234,240,43,82,0.524,11,24,0.45799999999999996,14,20,0.7,7,37,44,28,8,5,22,25,111,-1
1235,240,40,95,0.42100000000000004,9,34,0.265,22,29,0.759,11,29,40,22,4,5,16,32,111,-1
1236,240,37,88,0.42,12,33,0.364,25,28,0.893,8,34,42,14,7,8,9,25,111,-1
1237,240,37,91,0.40700000000000003,15,38,0.395,22,31,0.71,10,44,54,28,6,6,15,26,111,1
1238,240,46,99,0.465,10,27,0.37,9,14,0.643,15,34,49,23,5,2,18,25,111,-1
1239,240,47,83,0.5660000000000001,10,26,0.385,7,13,0.5379999999999999,13,44,57,29,2,7,20,24,111,1
1240,240,43,89,0.483,12,30,0.4,14,21,0.667,11,47,58,25,8,3,15,17,112,1
1241,240,40,96,0.41700000000000004,16,41,0.39,16,20,0.8,18,38,56,20,5,2,12,19,112,1
1242,240,43,82,0.524,9,22,0.409,17,22,0.773,11,38,49,27,10,5,18,18,112,1
1243,240,42,88,0.47700000000000004,9,32,0.281,19,22,0.8640000000000001,9,25,34,22,2,4,10,16,112,-1
1244,240,41,96,0.42700000000000005,17,47,0.36200000000000004,13,21,0.619,11,31,42,28,4,4,9,13,112,-1
1245,240,38,80,0.475,9,24,0.375,27,31,0.871,6,36,42,25,8,7,12,21,112,1
1246,240,42,90,0.467,12,27,0.444,16,23,0.696,14,27,41,27,9,2,12,16,112,-1
1247,240,40,87,0.46,15,40,0.375,17,20,0.85,11,35,46,22,8,3,10,19,112,1
1248,240,42,86,0.488,12,28,0.429,16,16,1.0,2,37,39,28,13,7,15,16,112,1
1249,240,42,84,0.5,14,34,0.41200000000000003,14,14,1.0,6,23,29,24,9,3,8,21,112,-1
1250,240,40,83,0.48200000000000004,12,26,0.462,20,21,0.9520000000000001,13,36,49,25,7,10,19,20,112,1
1251,240,39,92,0.424,17,38,0.447,17,22,0.773,13,38,51,25,7,3,14,19,112,1
1252,240,44,89,0.494,13,36,0.361,11,16,0.688,10,40,50,32,6,8,16,19,112,1
1253,240,43,82,0.524,8,22,0.364,18,18,1.0,7,31,38,26,11,3,12,25,112,1
1254,240,39,105,0.371,8,41,0.195,26,32,0.813,18,39,57,22,7,2,10,37,112,-1
1255,240,40,96,0.41700000000000004,14,41,0.341,18,20,0.9,18,34,52,24,7,8,14,18,112,1
1256,240,45,83,0.542,9,27,0.33299999999999996,13,21,0.619,7,34,41,23,5,9,17,19,112,1
1257,240,43,92,0.467,14,38,0.368,12,14,0.857,13,34,47,35,3,6,18,17,112,-1
1258,265,40,86,0.465,12,33,0.364,20,29,0.69,8,38,46,25,10,3,18,24,112,1
1259,240,42,77,0.545,7,27,0.259,21,24,0.875,3,33,36,31,5,6,11,17,112,-1
1260,240,39,92,0.424,9,32,0.281,25,29,0.862,10,34,44,25,13,7,16,22,112,-1
1261,240,44,86,0.512,10,32,0.313,14,18,0.778,7,30,37,27,2,5,17,19,112,-1
1262,240,43,95,0.45299999999999996,10,38,0.263,16,25,0.64,14,32,46,31,10,5,17,34,112,-1
1263,240,37,76,0.48700000000000004,14,36,0.389,24,27,0.889,7,38,45,28,3,9,17,20,112,-1
1264,240,42,83,0.506,8,31,0.258,20,28,0.7140000000000001,7,42,49,23,10,6,22,28,112,1
1265,240,42,90,0.467,14,36,0.389,14,20,0.7,9,36,45,26,9,10,18,19,112,-1
1266,240,39,88,0.44299999999999995,16,42,0.381,18,23,0.7829999999999999,14,38,52,25,6,3,19,26,112,1
1267,240,42,79,0.532,13,35,0.371,15,21,0.7140000000000001,8,24,32,27,15,5,22,23,112,-1
1268,240,41,93,0.441,13,37,0.35100000000000003,17,20,0.85,6,35,41,25,9,4,12,29,112,-1
1269,240,35,75,0.467,6,25,0.24,36,42,0.857,7,42,49,21,8,4,24,30,112,1
1270,240,44,81,0.5429999999999999,12,30,0.4,12,16,0.75,7,40,47,24,8,3,19,20,112,1
1271,240,41,88,0.466,13,29,0.44799999999999995,17,21,0.81,8,33,41,24,9,3,5,23,112,1
1272,240,42,84,0.5,14,39,0.359,14,19,0.737,7,30,37,31,7,5,14,21,112,-1
1273,240,38,80,0.475,12,38,0.316,24,29,0.828,5,44,49,24,6,7,17,18,112,1
1274,240,37,86,0.43,16,45,0.35600000000000004,22,30,0.733,7,32,39,18,10,7,12,26,112,-1
1275,240,39,92,0.424,9,26,0.34600000000000003,25,31,0.8059999999999999,8,37,45,21,9,3,12,29,112,-1
1276,240,46,99,0.465,10,26,0.385,10,12,0.833,16,27,43,23,8,4,12,19,112,-1
1277,240,42,98,0.429,9,32,0.281,19,21,0.905,15,31,46,18,6,3,9,20,112,-1
1278,240,45,96,0.469,12,32,0.375,10,18,0.556,10,27,37,31,15,5,10,23,112,-1
1279,240,39,98,0.39799999999999996,14,46,0.304,20,24,0.833,8,32,40,23,11,4,11,27,112,-1
1280,240,45,100,0.45,13,40,0.325,9,10,0.9,16,36,52,29,11,16,18,16,112,1
1281,240,39,91,0.429,15,37,0.405,19,28,0.679,9,40,49,22,6,5,14,22,112,-1
1282,240,41,84,0.488,8,25,0.32,22,27,0.815,7,34,41,23,4,6,12,24,112,-1
1283,240,42,86,0.488,9,37,0.243,19,27,0.7040000000000001,3,40,43,31,11,8,10,24,112,1
1284,240,45,95,0.474,6,19,0.316,16,19,0.8420000000000001,12,29,41,17,0,5,3,18,112,-1
1285,240,37,84,0.44,18,48,0.375,20,22,0.909,7,29,36,17,12,3,14,20,112,1
1286,240,40,80,0.5,15,31,0.484,17,24,0.708,10,28,38,25,7,4,14,23,112,1
1287,240,44,96,0.45799999999999996,10,31,0.32299999999999995,14,20,0.7,13,39,52,21,5,7,14,18,112,-1
1288,240,44,86,0.512,9,22,0.409,15,20,0.75,11,36,47,29,7,8,20,22,112,1
1289,240,43,93,0.462,9,22,0.409,17,19,0.895,10,27,37,22,5,3,12,18,112,-1
1290,240,43,98,0.439,11,37,0.297,15,20,0.75,12,43,55,23,4,7,17,27,112,-1
1291,240,37,85,0.435,14,41,0.341,24,35,0.6859999999999999,5,26,31,26,11,3,21,23,112,-1
1292,240,44,76,0.579,11,26,0.423,13,18,0.722,4,37,41,31,5,9,13,10,112,1
1293,240,40,80,0.5,16,36,0.444,16,18,0.889,7,29,36,29,10,4,17,24,112,1
1294,240,37,78,0.474,15,32,0.469,23,33,0.6970000000000001,11,28,39,19,7,6,16,22,112,-1
1295,240,42,93,0.452,11,32,0.344,17,21,0.81,11,46,57,20,4,11,15,14,112,1
1296,240,43,78,0.551,11,22,0.5,15,17,0.882,7,36,43,26,7,3,15,19,112,1
1297,240,43,90,0.478,9,25,0.36,17,22,0.773,9,36,45,17,4,10,14,27,112,-1
1298,240,43,92,0.467,8,32,0.25,18,25,0.72,8,40,48,28,7,4,13,17,112,1
1299,240,43,88,0.489,11,22,0.5,15,25,0.6,12,33,45,27,5,5,16,25,112,1
1300,240,44,93,0.473,9,26,0.34600000000000003,15,18,0.833,11,42,53,26,8,8,10,17,112,1
1301,240,43,94,0.457,10,28,0.35700000000000004,16,24,0.667,14,37,51,25,12,6,22,22,112,-1
1302,240,37,86,0.43,15,36,0.41700000000000004,23,30,0.767,10,35,45,21,7,4,15,24,112,-1
1303,240,45,85,0.529,6,22,0.273,16,21,0.762,12,32,44,19,7,6,14,23,112,-1
1304,240,42,81,0.519,14,30,0.467,14,15,0.9329999999999999,3,34,37,28,3,8,15,20,112,-1
1305,240,40,85,0.47100000000000003,9,23,0.391,23,31,0.742,7,29,36,20,10,7,17,25,112,-1
1306,240,44,92,0.478,9,25,0.36,15,17,0.882,9,29,38,25,15,4,7,20,112,1
1307,240,40,75,0.5329999999999999,12,33,0.364,20,26,0.769,4,27,31,27,5,2,10,20,112,-1
1308,265,40,94,0.426,8,23,0.348,24,27,0.889,8,40,48,26,6,5,11,23,112,1
1309,240,44,93,0.473,9,28,0.321,15,17,0.882,12,39,51,33,10,5,11,20,112,1
1310,240,45,89,0.506,9,32,0.281,13,18,0.722,8,33,41,31,9,6,12,22,112,-1
1311,240,46,102,0.451,11,35,0.314,9,12,0.75,13,26,39,23,10,3,14,21,112,-1
1312,240,40,86,0.465,10,34,0.294,22,34,0.647,8,38,46,18,6,5,10,18,112,1
1313,240,46,92,0.5,12,28,0.429,8,11,0.727,9,34,43,28,11,4,12,16,112,1
1314,240,43,85,0.506,11,25,0.44,15,24,0.625,9,31,40,24,11,5,16,23,112,1
1315,240,44,96,0.45799999999999996,6,22,0.273,18,22,0.818,16,31,47,18,12,6,14,26,112,-1
1316,265,45,103,0.43700000000000006,11,30,0.36700000000000005,11,15,0.733,15,30,45,16,9,3,11,18,112,1
1317,240,36,88,0.409,12,33,0.364,28,42,0.667,12,30,42,21,7,9,8,24,112,1
1318,240,34,77,0.442,11,30,0.36700000000000005,33,47,0.7020000000000001,11,37,48,15,8,7,18,30,112,1
1319,240,38,91,0.418,14,40,0.35,22,30,0.733,17,30,47,25,7,5,23,24,112,-1
1320,240,40,86,0.465,14,42,0.33299999999999996,18,23,0.7829999999999999,5,37,42,22,8,7,21,27,112,-1
1321,240,46,89,0.517,11,32,0.344,9,12,0.75,11,33,44,26,9,8,17,18,112,1
1322,240,37,77,0.48100000000000004,10,29,0.345,28,35,0.8,9,36,45,21,4,5,14,24,112,1
1323,240,45,86,0.523,13,31,0.419,9,20,0.45,9,30,39,29,7,6,16,17,112,-1
1324,240,43,89,0.483,15,35,0.429,11,15,0.733,6,29,35,28,6,6,12,23,112,-1
1325,240,41,86,0.47700000000000004,16,37,0.43200000000000005,14,22,0.636,9,31,40,25,6,6,20,18,112,-1
1326,240,41,89,0.461,11,34,0.324,19,27,0.7040000000000001,12,37,49,21,4,11,16,27,112,-1
1327,240,38,81,0.469,7,26,0.26899999999999996,29,39,0.7440000000000001,7,33,40,19,7,15,14,31,112,-1
1328,240,41,92,0.446,16,38,0.42100000000000004,14,22,0.636,9,32,41,21,8,9,11,19,112,-1
1329,240,39,92,0.424,16,48,0.33299999999999996,18,24,0.75,8,29,37,21,8,7,12,22,112,-1
1330,240,40,93,0.43,11,25,0.44,21,29,0.7240000000000001,19,33,52,22,3,4,12,22,112,1
1331,240,43,93,0.462,11,34,0.324,16,21,0.762,8,34,42,26,8,0,13,18,113,-1
1332,240,41,80,0.513,17,34,0.5,14,19,0.737,7,36,43,24,5,9,15,14,113,1
1333,240,46,89,0.517,7,25,0.28,14,21,0.667,16,33,49,28,5,5,17,21,113,1
1334,240,44,94,0.46799999999999997,13,39,0.33299999999999996,12,14,0.857,8,32,40,28,6,2,7,17,113,1
1335,240,41,94,0.436,10,39,0.256,21,31,0.677,10,28,38,21,16,4,14,21,113,-1
1336,240,47,87,0.54,12,33,0.364,7,12,0.583,8,39,47,41,6,3,15,20,113,1
1337,240,37,74,0.5,18,38,0.474,21,25,0.84,6,38,44,24,2,9,17,18,113,1
1338,240,45,99,0.455,8,22,0.364,15,22,0.682,18,30,48,17,5,3,9,24,113,-1
1339,240,39,81,0.48100000000000004,11,25,0.44,24,28,0.857,7,35,42,20,9,1,12,15,113,1
1340,240,36,75,0.48,7,27,0.259,34,38,0.895,5,42,47,23,9,5,19,23,113,1
1341,240,41,86,0.47700000000000004,9,33,0.273,22,25,0.88,13,31,44,22,5,7,15,24,113,-1
1342,240,42,86,0.488,21,49,0.429,8,9,0.889,13,37,50,24,10,5,19,16,113,1
1343,240,44,88,0.5,12,39,0.308,13,19,0.684,12,32,44,29,5,10,12,23,113,1
1344,240,43,100,0.43,9,29,0.31,18,24,0.75,15,40,55,26,5,6,10,24,113,1
1345,240,46,87,0.529,14,30,0.467,7,11,0.636,9,31,40,30,9,4,8,20,113,1
1346,240,42,88,0.47700000000000004,12,33,0.364,17,24,0.708,8,44,52,29,8,9,15,21,113,1
1347,240,46,107,0.43,10,47,0.213,11,16,0.688,13,37,50,27,3,4,15,23,113,-1
1348,240,43,91,0.473,12,33,0.364,15,26,0.5770000000000001,11,39,50,21,5,7,14,22,113,1
1349,240,38,91,0.418,17,46,0.37,20,25,0.8,16,26,42,25,9,2,14,21,113,-1
1350,240,41,83,0.494,11,29,0.379,20,24,0.833,8,42,50,25,7,3,16,22,113,1
1351,240,39,83,0.47,12,33,0.364,23,27,0.852,8,40,48,25,9,5,18,22,113,-1
1352,240,39,88,0.44299999999999995,18,41,0.439,17,26,0.654,15,32,47,28,8,4,12,20,113,1
1353,240,42,91,0.462,14,36,0.389,15,20,0.75,12,40,52,29,6,8,13,16,113,1
1354,240,46,105,0.43799999999999994,7,32,0.21899999999999997,14,16,0.875,19,41,60,19,7,9,14,21,113,1
1355,240,41,95,0.43200000000000005,14,40,0.35,17,25,0.68,10,34,44,25,10,6,17,24,113,-1
1356,240,43,101,0.426,10,39,0.256,17,25,0.68,15,44,59,29,9,7,11,20,113,1
1357,240,44,92,0.478,9,23,0.391,16,18,0.889,10,40,50,29,5,2,11,16,113,1
1358,240,46,100,0.46,13,37,0.35100000000000003,8,10,0.8,11,32,43,25,11,7,7,18,113,1
1359,240,41,88,0.466,12,37,0.324,19,24,0.792,16,33,49,30,11,5,19,19,113,1
1360,240,38,86,0.442,16,46,0.348,21,25,0.84,9,27,36,24,7,3,21,19,113,-1
1361,240,42,87,0.483,12,36,0.33299999999999996,17,23,0.7390000000000001,3,33,36,31,8,1,6,22,113,-1
1362,240,39,88,0.44299999999999995,12,32,0.375,23,25,0.92,11,32,43,19,10,8,15,18,113,1
1363,240,37,84,0.44,7,26,0.26899999999999996,32,38,0.8420000000000001,10,34,44,21,5,3,12,28,113,-1
1364,240,40,88,0.455,12,34,0.353,21,22,0.955,8,31,39,25,5,1,9,22,113,-1
1365,240,40,89,0.449,9,33,0.273,24,26,0.9229999999999999,6,33,39,24,12,4,13,24,113,-1
1366,240,40,82,0.488,18,33,0.545,15,20,0.75,6,37,43,28,10,3,17,17,113,1
1367,240,38,96,0.396,15,42,0.35700000000000004,22,32,0.688,15,50,65,24,9,9,16,20,113,1
1368,240,46,82,0.561,8,23,0.348,13,18,0.722,9,38,47,30,5,6,15,17,113,1
1369,240,44,93,0.473,7,29,0.24100000000000002,18,21,0.857,14,32,46,26,7,3,14,21,113,-1
1370,240,43,83,0.518,10,25,0.4,17,19,0.895,3,33,36,23,8,4,15,25,113,-1
1371,240,45,90,0.5,13,31,0.419,10,15,0.667,7,26,33,25,5,3,8,23,113,-1
1372,240,42,91,0.462,5,25,0.2,24,34,0.706,12,29,41,18,12,0,13,29,113,-1
1373,265,39,90,0.433,9,32,0.281,26,30,0.867,10,46,56,22,11,10,19,19,113,1
1374,240,31,70,0.44299999999999995,18,41,0.439,33,45,0.733,7,39,46,19,5,4,14,25,113,1
1375,240,38,94,0.40399999999999997,8,24,0.33299999999999996,29,36,0.8059999999999999,17,32,49,24,11,10,11,22,113,1
1376,240,38,81,0.469,12,31,0.387,25,31,0.8059999999999999,6,31,37,28,9,3,11,22,113,-1
1377,240,44,97,0.45399999999999996,14,44,0.318,11,17,0.647,17,37,54,18,9,4,20,25,113,1
1378,240,39,93,0.419,13,34,0.382,22,33,0.667,10,33,43,28,7,5,13,18,113,-1
1379,240,40,96,0.41700000000000004,9,35,0.257,24,31,0.774,16,37,53,22,6,5,14,18,113,-1
1380,240,39,80,0.488,10,30,0.33299999999999996,25,35,0.7140000000000001,10,38,48,25,10,7,20,21,113,1
1381,240,42,95,0.442,8,20,0.4,21,24,0.875,11,36,47,33,7,2,7,22,113,1
1382,240,43,91,0.473,12,30,0.4,15,20,0.75,14,40,54,31,7,4,16,13,113,1
1383,240,43,91,0.473,10,34,0.294,17,21,0.81,12,39,51,19,7,4,13,18,113,1
1384,240,44,91,0.484,9,28,0.321,16,19,0.8420000000000001,10,38,48,27,12,3,11,17,113,1
1385,240,44,90,0.489,12,39,0.308,13,19,0.684,14,37,51,23,8,5,15,21,113,1
1386,240,43,84,0.512,8,29,0.276,19,30,0.633,11,34,45,30,11,4,20,28,113,-1
1387,240,39,83,0.47,10,33,0.303,25,30,0.833,14,39,53,23,10,9,20,20,113,1
1388,240,33,86,0.384,13,35,0.371,34,38,0.895,13,35,48,20,8,9,10,20,113,1
1389,240,43,96,0.44799999999999995,7,27,0.259,20,20,1.0,11,38,49,18,8,2,11,24,113,-1
1390,240,43,100,0.43,8,29,0.276,19,22,0.8640000000000001,17,36,53,25,12,3,11,13,113,1
1391,240,40,87,0.46,14,30,0.467,19,26,0.731,13,28,41,28,11,3,12,21,113,1
1392,240,40,89,0.449,11,37,0.297,22,29,0.759,9,36,45,28,9,3,11,23,113,-1
1393,240,40,87,0.46,13,38,0.342,20,30,0.667,11,32,43,22,20,3,20,25,113,-1
1394,240,42,87,0.483,16,41,0.39,13,21,0.619,13,30,43,27,12,3,16,16,113,1
1395,240,42,94,0.447,14,42,0.33299999999999996,15,21,0.7140000000000001,16,26,42,23,8,2,14,31,113,-1
1396,240,41,89,0.461,13,38,0.342,18,19,0.9470000000000001,13,37,50,26,5,4,12,27,113,1
1397,240,45,108,0.41700000000000004,12,41,0.293,11,16,0.688,13,40,53,22,8,3,13,22,113,-1
1398,240,42,95,0.442,11,27,0.40700000000000003,18,21,0.857,14,36,50,16,7,5,10,19,113,1
1399,240,41,81,0.506,11,23,0.478,20,32,0.625,10,31,41,25,7,5,18,27,113,1
1400,240,41,81,0.506,9,35,0.257,22,27,0.815,9,35,44,22,5,8,16,22,113,-1
1401,240,45,85,0.529,13,24,0.542,10,12,0.833,14,46,60,23,5,3,20,20,113,1
1402,240,40,101,0.396,18,50,0.36,15,22,0.682,19,23,42,28,10,2,13,29,113,-1
1403,240,43,85,0.506,11,28,0.39299999999999996,16,18,0.889,6,40,46,24,6,8,12,26,113,1
1404,240,45,92,0.489,13,31,0.419,10,18,0.556,8,35,43,27,9,4,21,16,113,1
1405,240,38,86,0.442,9,23,0.391,28,33,0.848,8,34,42,19,6,7,18,28,113,-1
1406,240,41,85,0.48200000000000004,9,29,0.31,22,30,0.733,8,37,45,20,8,3,14,20,113,-1
1407,240,43,86,0.5,13,29,0.44799999999999995,14,19,0.737,10,30,40,24,5,5,23,24,113,-1
1408,240,41,87,0.47100000000000003,11,28,0.39299999999999996,20,24,0.833,10,24,34,25,9,5,15,26,113,-1
1409,240,41,99,0.414,14,47,0.298,17,18,0.9440000000000001,16,48,64,33,7,9,19,22,113,1
1410,265,42,91,0.462,9,20,0.45,20,21,0.9520000000000001,5,36,41,27,17,2,17,19,113,1
1411,240,38,92,0.413,13,39,0.33299999999999996,24,34,0.706,13,39,52,20,10,9,18,21,113,-1
1412,240,42,80,0.525,10,25,0.4,19,22,0.8640000000000001,8,35,43,25,8,6,18,27,113,1
1413,240,41,82,0.5,10,30,0.33299999999999996,21,23,0.9129999999999999,6,51,57,24,6,7,21,19,113,1
1414,240,38,98,0.38799999999999996,15,41,0.366,22,25,0.88,16,26,42,21,11,7,13,27,113,-1
1415,240,44,84,0.524,10,31,0.32299999999999995,15,21,0.7140000000000001,9,35,44,27,4,4,20,23,113,-1
1416,240,45,99,0.455,10,29,0.345,13,15,0.867,11,32,43,22,6,2,12,21,113,-1
1417,240,41,93,0.441,16,42,0.381,15,23,0.652,12,28,40,23,6,12,12,27,113,1
1418,240,37,89,0.41600000000000004,13,39,0.33299999999999996,26,32,0.813,9,28,37,20,11,9,11,27,113,-1
1419,240,43,92,0.467,13,35,0.371,14,19,0.737,12,37,49,24,3,3,13,19,113,1
1420,240,38,97,0.392,12,35,0.34299999999999997,25,34,0.735,22,33,55,25,6,5,19,26,113,1
1421,240,42,85,0.494,14,34,0.41200000000000003,15,20,0.75,11,46,57,26,5,4,21,25,113,1
1422,240,43,97,0.44299999999999995,7,30,0.233,21,23,0.9129999999999999,12,36,48,21,9,1,7,11,114,-1
1423,240,45,99,0.455,11,32,0.344,13,20,0.65,19,36,55,29,5,7,14,16,114,1
1424,240,45,97,0.46399999999999997,5,27,0.185,19,26,0.731,9,30,39,24,8,9,12,18,114,-1
1425,240,44,86,0.512,13,27,0.48100000000000004,13,17,0.765,7,36,43,27,8,5,14,19,114,1
1426,240,39,84,0.46399999999999997,12,31,0.387,24,25,0.96,10,19,29,25,6,0,8,13,114,-1
1427,240,45,77,0.584,11,26,0.423,13,13,1.0,3,32,35,29,6,11,13,17,114,-1
1428,240,46,95,0.484,11,32,0.344,11,15,0.733,12,46,58,27,7,8,12,17,114,1
1429,240,43,94,0.457,10,32,0.313,18,26,0.6920000000000001,14,35,49,25,12,3,15,24,114,-1
1430,265,43,103,0.41700000000000004,13,43,0.302,15,29,0.517,16,32,48,22,6,2,17,22,114,-1
1431,240,36,83,0.434,9,35,0.257,33,44,0.75,10,36,46,16,3,2,9,22,114,-1
1432,240,46,94,0.489,14,39,0.359,8,10,0.8,11,40,51,29,6,5,19,19,114,1
1433,240,39,91,0.429,13,36,0.361,23,31,0.742,15,50,65,24,3,7,15,21,114,1
1434,240,43,94,0.457,9,27,0.33299999999999996,19,24,0.792,10,30,40,23,4,2,9,22,114,-1
1435,240,42,90,0.467,12,33,0.364,18,25,0.72,12,40,52,30,8,4,12,22,114,1
1436,240,41,87,0.47100000000000003,14,36,0.389,18,25,0.72,6,39,45,22,3,2,10,17,114,-1
1437,240,44,93,0.473,15,39,0.385,11,14,0.7859999999999999,6,29,35,25,4,2,13,24,114,-1
1438,240,33,86,0.384,15,44,0.341,33,54,0.611,15,39,54,21,7,3,14,23,114,1
1439,240,46,90,0.511,9,22,0.409,13,15,0.867,8,35,43,31,5,5,11,18,114,1
1440,240,41,84,0.488,12,27,0.444,20,21,0.9520000000000001,6,31,37,25,3,5,13,22,114,-1
1441,240,46,88,0.523,8,30,0.267,14,22,0.636,9,36,45,31,9,8,20,20,114,1
1442,240,42,89,0.47200000000000003,11,28,0.39299999999999996,19,21,0.905,10,40,50,28,10,4,11,13,114,1
1443,240,44,79,0.557,9,23,0.391,17,24,0.708,7,33,40,23,9,7,19,24,114,1
1444,240,41,91,0.451,7,22,0.318,25,31,0.8059999999999999,17,39,56,22,10,10,14,23,114,1
1445,240,42,103,0.408,14,37,0.37799999999999995,16,25,0.64,21,42,63,32,11,2,13,26,114,1
1446,240,42,89,0.47200000000000003,11,34,0.324,19,29,0.655,5,41,46,30,5,7,14,23,114,-1
1447,240,45,84,0.536,15,38,0.395,9,11,0.818,7,42,49,31,4,1,19,19,114,1
1448,240,45,96,0.469,7,27,0.259,17,24,0.708,10,31,41,26,6,6,8,18,114,-1
1449,240,38,88,0.43200000000000005,19,46,0.413,19,27,0.7040000000000001,12,28,40,28,7,7,13,20,114,1
1450,240,43,90,0.478,10,32,0.313,18,23,0.7829999999999999,12,33,45,20,7,2,17,22,114,1
1451,240,37,90,0.41100000000000003,11,44,0.25,29,38,0.763,15,29,44,10,15,10,13,25,114,1
1452,240,43,95,0.45299999999999996,10,36,0.278,18,22,0.818,20,32,52,21,7,3,20,20,114,-1
1453,240,40,86,0.465,12,39,0.308,22,32,0.688,9,29,38,22,9,5,16,27,114,-1
1454,240,39,87,0.44799999999999995,11,38,0.289,25,29,0.862,12,34,46,21,11,4,13,16,114,1
1455,240,39,96,0.406,12,38,0.316,24,30,0.8,18,36,54,19,3,5,24,30,114,-1
1456,240,38,91,0.418,16,38,0.42100000000000004,22,29,0.759,18,33,51,21,5,4,12,14,114,-1
1457,240,44,79,0.557,6,17,0.353,20,29,0.69,5,35,40,27,13,4,14,18,114,1
1458,240,46,98,0.469,9,25,0.36,13,16,0.813,10,36,46,27,10,6,11,19,114,1
1459,240,42,96,0.43799999999999994,21,45,0.467,9,11,0.818,14,39,53,35,12,4,13,16,114,1
1460,240,43,92,0.467,11,29,0.379,17,23,0.7390000000000001,10,38,48,29,10,2,10,20,114,1
1461,240,43,93,0.462,9,28,0.321,19,23,0.826,12,27,39,29,10,9,7,18,114,-1
1462,240,46,95,0.484,13,34,0.382,9,12,0.75,9,36,45,24,8,5,14,23,114,-1
1463,240,44,96,0.45799999999999996,4,23,0.174,22,27,0.815,20,29,49,22,7,4,11,28,114,1
